"order_id";"order_date";"customer_id";"product_id";"warehouse_id";"supplier_id";"quantity_ordered";"unit_price";"unit_cost";"sales_amount";"cost_amount";"profit";"order_status";"shipping_days";"delivery_date";"order_date_clean";"delivery_date_clean";"rn";"missing_delivery_date_flag"
"ORD000615";"30/04/2023";"C00414";"P0348";"W009";"";403;15674.76;10374.82;6316928.28;4181052.46;2135875.82;"Completed";"1";"";"2023-04-30";"";1;"Yes"
"ORD000616";"18/01/2025";"C02821";"P0327";"W012";"S0039";39;31713.88;18723.41;1236841.32;730212.99;506628.33;"Completed";"7";"25/01/2025";"2025-01-18";"2025-01-25";1;"No"
"ORD000617";"15/03/2023";"";"P0049";"W009";"S0099";201;20431.31;14243.32;4106693.31;2862907.32;1243785.99;"Completed";"6";"2023-03-21";"2023-03-15";"2023-03-21";1;"No"
"ORD000618";"20-09-2023";"C00269";"P0166";"W044";"S0071";124;4612.62;3871.81;571964.88;480104.44;91860.44;"Completed";"3";"23/09/2023";"2023-09-20";"2023-09-23";1;"No"
"ORD000619";"23-11-2023";"C00870";"P0032";"W048";"S0064";73;26484.52;23151.43;1933369.96;1690054.39;243315.57;"Completed";"3";"26-11-2023";"2023-11-23";"2023-11-26";1;"No"
"ORD000620";"2026-01-26";"C02539";"P0264";"W001";"";28;32000.57;19111.11;896015.96;535111.08;360904.88;"Completed";"2";"2024-01-15";"2026-01-26";"2024-01-15";1;"No"
"ORD000621";"18/09/2025";"C01453";"P0050";"W022";"S0066";343;11818.7;9674.57;4053814.1;3318377.51;735436.59;"Delayed";"46";"";"2025-09-18";"";1;"Yes"
"ORD000622";"2025-06-21";"C01596";"P0204";"W027";"S0110";34;22218.47;16878.79;755427.98;573878.86;181549.12;"Completed";"5";"2025-06-26";"2025-06-21";"2025-06-26";1;"No"
"ORD000623";"2023-08-05";"C00283";"P0174";"W023";"S0016";457;29025.88;18302.13;13264827.16;8364073.41;4900753.75;"Returned";"5";"2023-08-10";"2023-08-05";"2023-08-10";1;"No"
"ORD000624";"21-07-2023";"C01354";"P0107";"W033";"S0047";453;42707.7;29697.44;19346588.1;13452940.32;5893647.78;"Completed";"4";"25-07-2023";"2023-07-21";"2023-07-25";1;"No"
"ORD000625";"2024-08-12";"C00459";"P0416";"W045";"";229;10800.16;6438.77;2473236.64;1474478.33;998758.31;"Returned";"5";"17/08/2024";"2024-08-12";"2024-08-17";1;"No"
"ORD000626";"2023-10-31";"C00367";"P0227";"W027";"S0048";178;28389.6;18027.26;5053348.8;3208852.28;1844496.52;"Completed";"1";"01-11-2023";"2023-10-31";"2023-11-01";1;"No"
"ORD000627";"2023-12-30";"C01029";"P0018";"W014";"S0101";427;19610.23;13504.04;8373568.21;5766225.08;2607343.13;"Completed";"241";"27/08/2024";"2023-12-30";"2024-08-27";1;"No"
"ORD000628";"30-06-2024";"C02587";"P0149";"W004";"S0119";129;8060.39;5148.53;1039790.31;664160.37;375629.94;"Completed";"1";"2024-07-01";"2024-06-30";"2024-07-01";1;"No"
"ORD000629";"04/11/2023";"";"P0085";"W043";"S0124";471;22099.76;14649.46;10408986.96;6899895.66;3509091.3;"Completed";"5";"09-11-2023";"2023-11-04";"2023-11-09";1;"No"
"ORD000630";"06/08/2023";"C02598";"P0029";"W009";"S0088";309;9458.33;6145.61;2922623.97;1898993.49;1023630.48;"Completed";"5";"2023-08-11";"2023-08-06";"2023-08-11";1;"No"
"ORD000631";"2025-11-19";"C02696";"P0375";"W020";"";441;47869.14;27633.38;21110290.74;12186320.58;8923970.16;"Completed";"";"22-11-2025";"2025-11-19";"2025-11-22";1;"No"
"ORD000632";"26-02-2023";"C02165";"P0124";"W019";"S0017";149;21086.81;18205.52;3141934.69;2712622.48;429312.21;"Completed";"4";"02/03/2023";"2023-02-26";"2023-03-02";1;"No"
"ORD000633";"15/11/2024";"C02987";"P0152";"W032";"S0102";384;10074.77;9083.06;3868711.68;3487895.04;380816.64;"Completed";"7";"2024-11-22";"2024-11-15";"2024-11-22";1;"No"
"ORD000634";"2025-03-02";"C00897";"P0184";"W029";"S0081";361;18078.49;12980.96;6526334.89;4686126.56;1840208.33;"Completed";"1";"03-03-2025";"2025-03-02";"2025-03-03";1;"No"
"ORD000635";"2023-11-11";"C00380";"P0094";"W047";"S0068";292;36851.33;27405.05;10760588.36;8002274.6;2758313.76;"Completed";"5";"16/11/2023";"2023-11-11";"2023-11-16";1;"No"
"ORD000636";"24/11/2024";"C01167";"P0181";"W010";"S0110";246;31713.18;19482.31;7801442.28;4792648.26;3008794.02;"Completed";"";"2024-11-26";"2024-11-24";"2024-11-26";1;"No"
"ORD000637";"2024-09-20";"C02540";"P0110";"W050";"";30;42320.39;39421.64;1269611.7;1182649.2;86962.5;"Cancelled";"2";"";"2024-09-20";"";1;"Yes"
"ORD000638";"10-01-2025";"C01252";"P0327";"W037";"S0101";388;44629.97;30416.69;17316428.36;11801675.72;5514752.64;"Completed";"";"16-01-2025";"2025-01-10";"2025-01-16";1;"No"
"ORD000639";"30-09-2023";"C02701";"P0286";"W043";"S0076";18193;21654.27;14972.53;393956134.11;272395238.29;121560895.82;"Completed";"5";"2023-10-05";"2023-09-30";"2023-10-05";1;"No"
"ORD000640";"18/10/2025";"C01265";"P0207";"W045";"";235;1251.16;712.72;294022.6;167489.2;126533.4;"Completed";"3";"21-10-2025";"2025-10-18";"2025-10-21";1;"No"
"ORD000641";"30-03-2024";"";"P0221";"W002";"S0136";476;293.45;165.18;139682.2;78625.68;61056.52;"Completed";"4";"03/04/2024";"2024-03-30";"2024-04-03";1;"No"
"ORD000642";"2024-10-31";"C00585";"P0172";"W021";"S0115";297;39367.13;30672.13;11692037.61;9109622.61;2582415.0;"Cancelled";"4";"2024-11-04";"2024-10-31";"2024-11-04";1;"No"
"ORD000643";"2023-11-22";"C02794";"P0250";"W018";"S0120";126;15243.3;9433.11;1920655.8;1188571.86;732083.94;"Completed";"6";"28-11-2023";"2023-11-22";"2023-11-28";1;"No"
"ORD000644";"29/12/2023";"C02986";"P0099";"W048";"S0099";400;12086.12;8397.27;4834448.0;3358908.0;1475540.0;"Delayed";"40";"07-02-2024";"2023-12-29";"2024-02-07";1;"No"
"ORD000645";"28-06-2023";"C02524";"P0280";"W011";"S0070";25;43510.94;34445.77;1087773.5;861144.25;226629.25;"Completed";"7";"05/07/2023";"2023-06-28";"2023-07-05";1;"No"
"ORD000646";"2024-05-28";"C01750";"P0310";"W040";"S0083";458;44480.21;28842.54;20371936.18;13209883.32;7162052.86;"Cancelled";"6";"03-06-2024";"2024-05-28";"2024-06-03";1;"No"
"ORD000647";"04-05-2025";"C02231";"P0410";"W002";"S0032";45;15019.8;13986.14;675891.0;629376.3;46514.7;"Completed";"6";"2025-05-10";"2025-05-04";"2025-05-10";1;"No"
"ORD000648";"20/03/2025";"C01015";"P0297";"W041";"S0142";380;23472.35;16800.41;8919493.0;6384155.8;2535337.2;"Completed";"";"27-03-2025";"2025-03-20";"2025-03-27";1;"No"
"ORD000650";"2025-01-15";"C02267";"P0078";"W012";"S0021";111;9782.63;6109.49;1085871.93;678153.39;407718.54;"Cancelled";"2";"17-01-2025";"2025-01-15";"2025-01-17";1;"No"
"ORD000651";"10-12-2023";"";"P0249";"W007";"S0117";24;6153.55;4381.81;147685.2;105163.44;42521.76;"Completed";"7";"2023-12-17";"2023-12-10";"2023-12-17";1;"No"
"ORD000653";"2023-12-23";"C01167";"P0481";"W047";"S0127";151;26503.48;22451.85;4002025.48;3390229.35;611796.13;"Returned";"7";"30/12/2023";"2023-12-23";"2023-12-30";1;"No"
"ORD000654";"2024-09-15";"C01043";"P0223";"W004";"S0012";317;23286.55;16287.95;7381836.35;5163280.15;2218556.2;"Completed";"347";"";"2024-09-15";"";1;"Yes"
"ORD000655";"2024-05-01";"C00688";"P0337";"W008";"S0098";376;533.03;320.98;200419.28;120688.48;79730.8;"Completed";"6";"2024-05-07";"2024-05-01";"2024-05-07";1;"No"
"ORD000656";"26/01/2023";"C02914";"P0013";"W029";"S0099";192;43528.21;37613.68;8357416.32;7221826.56;1135589.76;"Completed";"2";"2023-01-28";"2023-01-26";"2023-01-28";1;"No"
"ORD000657";"2023-11-25";"C00882";"P0185";"W011";"S0099";76;2194.41;1940.71;166775.16;147493.96;19281.2;"Completed";"4";"";"2023-11-25";"";1;"Yes"
"ORD000658";"08-10-2025";"C01686";"P0348";"W048";"S0035";14;37885.02;29915.66;530390.28;418819.24;111571.04;"Completed";"4";"12-10-2025";"2025-10-08";"2025-10-12";1;"No"
"ORD000659";"2026-01-22";"C02349";"P0092";"W020";"S0022";164;9480.66;7501.19;1554828.24;1230195.16;324633.08;"Completed";"4";"19-01-2023";"2026-01-22";"2023-01-19";1;"No"
"ORD000661";"2023-02-26";"C02066";"P0230";"W017";"S0112";166;181.31;153.43;30097.46;25469.38;4628.08;"Completed";"4";"02/03/2023";"2023-02-26";"2023-03-02";1;"No"
"ORD000662";"2025-07-14";"C02089";"P0313";"W015";"S0083";252;396.52;272.8;99923.04;68745.6;31177.44;"Completed";"4";"18/07/2025";"2025-07-14";"2025-07-18";1;"No"
"ORD000663";"02-11-2024";"C02314";"P0368";"W002";"S0031";13151;45143.36;34907.27;593680327.36;459065507.77;134614819.59;"Completed";"4";"2024-11-06";"2024-11-02";"2024-11-06";1;"No"
"ORD000664";"28-04-2024";"C00299";"P0067";"W040";"S0011";6;4545.05;4031.19;27270.3;24187.14;3083.16;"Completed";"4";"";"2024-04-28";"";1;"Yes"
"ORD000665";"2025-01-15";"C00364";"P0016";"W030";"S0013";92;20091.43;18570.78;1848411.56;1708511.76;139899.8;"Completed";"7";"22-01-2025";"2025-01-15";"2025-01-22";1;"No"
"ORD000666";"2025-03-15";"C01043";"P0140";"W004";"S0115";277;40609.23;31432.63;11248756.71;8706838.51;2541918.2;"Completed";"4";"";"2025-03-15";"";1;"Yes"
"ORD000667";"2023-02-21";"C01374";"P0158";"W045";"S0105";325;34252.76;19660.62;11132147.0;6389701.5;4742445.5;"Completed";"1";"22/02/2023";"2023-02-21";"2023-02-22";1;"No"
"ORD000668";"2025-10-20";"C00160";"P0408";"W037";"S0040";356;21976.96;12947.78;7823797.76;4609409.68;3214388.08;"Completed";"3";"23/10/2025";"2025-10-20";"2025-10-23";1;"No"
"ORD000669";"13-07-2023";"C02274";"P0231";"W001";"S0065";217;3801.32;2243.54;824886.44;486848.18;338038.26;"Completed";"7";"2023-07-20";"2023-07-13";"2023-07-20";1;"No"
"ORD000670";"17-12-2024";"C02606";"P0491";"W038";"S0047";118;25264.84;22362.79;2981251.12;2638809.22;342441.9;"Completed";"7";"24/12/2024";"2024-12-17";"2024-12-24";1;"No"
"ORD000671";"2025-12-25";"C02575";"P0138";"W047";"S0087";269;23741.35;20315.75;6386423.15;5464936.75;921486.4;"Completed";"";"2025-12-29";"2025-12-25";"2025-12-29";1;"No"
"ORD000673";"2024-08-09";"";"P0274";"W039";"S0020";147;33882.59;28821.05;4980740.73;4236694.35;744046.38;"Completed";"";"16-08-2024";"2024-08-09";"2024-08-16";1;"No"
"ORD000674";"2025-05-02";"C02584";"P0339";"W011";"S0015";233;39462.25;35034.26;9194704.25;8162982.58;1031721.67;"Delayed";"";"31/05/2025";"2025-05-02";"2025-05-31";1;"No"
"ORD000675";"02/08/2023";"C01407";"P0211";"W012";"S0107";218;13544.98;12547.52;2952805.64;2735359.36;217446.28;"Returned";"1";"";"2023-08-02";"";1;"Yes"
"ORD000676";"09/03/2024";"C00481";"P0206";"W048";"S0079";88;26432.54;20674.58;2326063.52;1819363.04;506700.48;"Completed";"241";"05-11-2024";"2024-03-09";"2024-11-05";1;"No"
"ORD000677";"21/02/2024";"C02628";"P0139";"W019";"S0043";447;7407.54;6807.54;3311170.38;3042970.38;268200.0;"Completed";"5";"26/02/2024";"2024-02-21";"2024-02-26";1;"No"
"ORD000678";"2023-06-15";"C00456";"P0324";"W008";"S0105";284;14999.17;9111.74;4259764.28;2587734.16;1672030.12;"Completed";"5";"20-06-2023";"2023-06-15";"2023-06-20";1;"No"
"ORD000679";"2024-07-13";"C01807";"P0386";"W047";"S0053";252;8723.19;7408.87;2198243.88;1867035.24;331208.64;"Completed";"5";"";"2024-07-13";"";1;"Yes"
"ORD000680";"2024-10-23";"C01904";"P0110";"W021";"S0031";334;30935.14;18472.58;10332336.76;6169841.72;4162495.04;"Completed";"7";"2024-10-30";"2024-10-23";"2024-10-30";1;"No"
"ORD000681";"2024-06-18";"C01907";"P0189";"W036";"S0044";484;39857.03;34352.91;19290802.52;16626808.44;2663994.08;"Returned";"2";"";"2024-06-18";"";1;"Yes"
"ORD000682";"16/06/2024";"C02622";"P0167";"W044";"S0099";379;3857.17;2546.94;1461867.43;965290.26;496577.17;"Completed";"3";"19-06-2024";"2024-06-16";"2024-06-19";1;"No"
"ORD000683";"11-12-2023";"C00468";"P0158";"W047";"S0007";106;49389.91;34361.76;5235330.46;3642346.56;1592983.9;"Completed";"1";"12/12/2023";"2023-12-11";"2023-12-12";1;"No"
"ORD000684";"2025-02-12";"C02012";"P0415";"W039";"S0010";443;20690.36;13449.14;9165829.48;5957969.02;3207860.46;"Completed";"7";"19-02-2025";"2025-02-12";"2025-02-19";1;"No"
"ORD000685";"2025-03-01";"C02979";"P0174";"W013";"S0021";5;42482.74;35834.02;212413.7;179170.1;33243.6;"Completed";"1";"2025-03-02";"2025-03-01";"2025-03-02";1;"No"
"ORD000686";"30-04-2025";"C02617";"P0023";"W009";"S0029";1;38088.92;33331.67;38088.92;33331.67;4757.25;"Completed";"7";"2025-05-07";"2025-04-30";"2025-05-07";1;"No"
"ORD000687";"20/12/2023";"C02477";"P0031";"W041";"S0116";284;4043.42;2632.21;1148331.28;747547.64;400783.64;"Completed";"336";"20-11-2024";"2023-12-20";"2024-11-20";1;"No"
"ORD000688";"31-10-2025";"C00913";"P0449";"W032";"S0044";134;46575.19;32186.6;6241075.46;4313004.4;1928071.06;"Completed";"3";"03/11/2025";"2025-10-31";"2025-11-03";1;"No"
"ORD000689";"20-05-2024";"C02903";"P0362";"W039";"S0070";433;21185.74;14038.49;9173425.42;6078666.17;3094759.25;"Completed";"5";"25-05-2024";"2024-05-20";"2024-05-25";1;"No"
"ORD000690";"2025-07-24";"C01393";"P0500";"W021";"S0128";166;34891.58;30169.49;5792002.28;5008135.34;783866.94;"Completed";"7";"2025-07-31";"2025-07-24";"2025-07-31";1;"No"
"ORD000691";"2025-09-05";"C01512";"P0295";"W038";"S0056";241;30060.88;22129.11;7244672.08;5333115.51;1911556.57;"Completed";"259";"2026-05-22";"2025-09-05";"2026-05-22";1;"No"
"ORD000692";"12/07/2024";"C00105";"P0374";"W009";"S0136";345;15857.13;10168.35;5470709.85;3508080.75;1962629.1;"Completed";"";"";"2024-07-12";"";1;"Yes"
"ORD000693";"29-12-2024";"C01609";"P0393";"W002";"S0125";283;30967.66;17480.25;8763847.78;4946910.75;3816937.03;"Completed";"5";"03/01/2025";"2024-12-29";"2025-01-03";1;"No"
"ORD000694";"30-10-2024";"C00426";"P0433";"W034";"S0006";42;4399.27;4023.39;184769.34;168982.38;15786.96;"Completed";"6";"05/11/2024";"2024-10-30";"2024-11-05";1;"No"
"ORD000695";"25/09/2023";"C01133";"P0438";"W042";"";143;14705.06;11018.74;2102823.58;1575679.82;527143.76;"Completed";"2";"2023-09-27";"2023-09-25";"2023-09-27";1;"No"
"ORD000696";"21/08/2025";"C00916";"P0396";"W032";"S0065";233;47263.42;38645.37;11012376.86;9004371.21;2008005.65;"Cancelled";"4";"25/08/2025";"2025-08-21";"2025-08-25";1;"No"
"ORD000697";"23-12-2024";"C00211";"P0373";"W006";"S0126";472;16546.39;14590.85;7809896.08;6886881.2;923014.88;"Delayed";"50";"11-02-2025";"2024-12-23";"2025-02-11";1;"No"
"ORD000698";"26/10/2024";"C00664";"P0396";"W014";"S0102";87;42603.3;30435.99;3706487.1;2647931.13;1058555.97;"Completed";"";"29/10/2024";"2024-10-26";"2024-10-29";1;"No"
"ORD000699";"2025-10-13";"C00004";"P0131";"W004";"S0144";348;47512.93;34423.32;16534499.64;11979315.36;4555184.28;"Completed";"2";"15/10/2025";"2025-10-13";"2025-10-15";1;"No"
"ORD000700";"2024-06-21";"C02226";"P0389";"W022";"S0018";46;35739.21;20495.08;1644003.66;942773.68;701229.98;"Completed";"6";"27-06-2024";"2024-06-21";"2024-06-27";1;"No"
"ORD000701";"18/02/2024";"C00687";"P0346";"W002";"S0070";483;24129.61;16114.4;11654601.63;7783255.2;3871346.43;"Completed";"4";"22-02-2024";"2024-02-18";"2024-02-22";1;"No"
"ORD000702";"02/05/2023";"";"P0262";"W010";"S0134";182;19923.73;16966.51;3626118.86;3087904.82;538214.04;"Completed";"1";"2023-05-03";"2023-05-02";"2023-05-03";1;"No"
"ORD000703";"03-01-2024";"C01971";"P0334";"W006";"";196;49830.17;29537.3;9766713.32;5789310.8;3977402.52;"Completed";"5";"2024-01-08";"2024-01-03";"2024-01-08";1;"No"
"ORD000704";"09/04/2023";"C01719";"P0126";"W042";"S0111";104;36912.36;25065.34;3838885.44;2606795.36;1232090.08;"Returned";"3";"2023-04-12";"2023-04-09";"2023-04-12";1;"No"
"ORD000705";"22-04-2023";"";"P0341";"W038";"";93;31541.54;18382.03;2933363.22;1709528.79;1223834.43;"Completed";"5";"2023-04-27";"2023-04-22";"2023-04-27";1;"No"
"ORD000706";"30/04/2025";"C01275";"P0249";"W023";"S0090";372;46593.5;34969.9;17332782.0;13008802.8;4323979.2;"Completed";"2";"02/05/2025";"2025-04-30";"2025-05-02";1;"No"
"ORD000707";"03/09/2024";"C02957";"P0170";"W008";"S0028";317;10440.96;6162.19;3309784.32;1953414.23;1356370.09;"Completed";"7";"10-09-2024";"2024-09-03";"2024-09-10";1;"No"
"ORD000708";"14-04-2023";"C00773";"P0072";"W042";"S0022";196;28731.21;23025.61;5631317.16;4513019.56;1118297.6;"Completed";"5";"2023-04-19";"2023-04-14";"2023-04-19";1;"No"
"ORD000709";"26/02/2024";"C01771";"P0187";"W009";"S0109";348;3538.16;1983.06;1231279.68;690104.88;541174.8;"Completed";"";"2024-06-16";"2024-02-26";"2024-06-16";1;"No"
"ORD000710";"2023-01-30";"C01721";"P0198";"W019";"S0144";226;5350.87;3730.11;1209296.62;843004.86;366291.76;"Returned";"";"2023-02-02";"2023-01-30";"2023-02-02";1;"No"
"ORD000711";"16/05/2024";"C01341";"P0377";"W031";"";131;22685.64;13577.35;2971818.84;1778632.85;1193185.99;"Completed";"1";"17-05-2024";"2024-05-16";"2024-05-17";1;"No"
"ORD000712";"2024-12-07";"C02238";"P0086";"W012";"S0138";342;11483.05;7245.31;3927203.1;2477896.02;1449307.08;"Completed";"2";"09/12/2024";"2024-12-07";"2024-12-09";1;"No"
"ORD000713";"2024-06-25";"C02780";"P0272";"W047";"S0086";393;44705.88;31888.87;17569410.84;12532325.91;5037084.93;"Cancelled";"3";"";"2024-06-25";"";1;"Yes"
"ORD000714";"2023-05-18";"C00025";"P0384";"W002";"S0067";362;13851.11;8525.57;5014101.82;3086256.34;1927845.48;"Delayed";"42";"29-06-2023";"2023-05-18";"2023-06-29";1;"No"
"ORD000715";"29/05/2023";"C00039";"P0496";"W005";"S0129";190;43657.47;24390.67;8294919.3;4634227.3;3660692.0;"Cancelled";"4";"02/06/2023";"2023-05-29";"2023-06-02";1;"No"
"ORD000716";"20-08-2025";"C00936";"P0391";"W028";"";250;17365.16;16183.97;4341290.0;4045992.5;295297.5;"Completed";"4";"24-08-2025";"2025-08-20";"2025-08-24";1;"No"
"ORD000717";"2023-10-21";"C01981";"P0389";"W046";"S0009";329;45189.7;29501.58;14867411.3;9706019.82;5161391.48;"Completed";"";"22/10/2023";"2023-10-21";"2023-10-22";1;"No"
"ORD000718";"11-10-2025";"C00523";"P0124";"W044";"S0023";139;21196.72;14431.4;2946344.08;2005964.6;940379.48;"Completed";"6";"";"2025-10-11";"";1;"Yes"
"ORD000719";"2025-02-28";"C02301";"P0454";"W049";"S0103";138;16214.5;14252.63;2237601.0;1966862.94;270738.06;"Completed";"6";"";"2025-02-28";"";1;"Yes"
"ORD000720";"30/09/2025";"C01918";"P0352";"W008";"S0084";461;46025.29;26060.04;21217658.69;12013678.44;9203980.25;"Completed";"4";"";"2025-09-30";"";1;"Yes"
"ORD000721";"17/01/2025";"C00979";"P0428";"W025";"S0065";213;4093.5;3198.88;871915.5;681361.44;190554.06;"Completed";"3";"20-01-2025";"2025-01-17";"2025-01-20";1;"No"
"ORD000722";"14/04/2025";"C00768";"P0328";"W009";"S0067";8;44136.28;36393.3;353090.24;291146.4;61943.84;"Completed";"1";"2025-04-15";"2025-04-14";"2025-04-15";1;"No"
"ORD000723";"30-01-2025";"";"P0477";"W036";"S0100";39;18690.98;13218.32;728948.22;515514.48;213433.74;"Completed";"";"01/02/2025";"2025-01-30";"2025-02-01";1;"No"
"ORD000724";"2025-09-22";"C01424";"P0284";"W011";"S0127";156;28574.87;17690.39;4457679.72;2759700.84;1697978.88;"Delayed";"27";"2025-10-19";"2025-09-22";"2025-10-19";1;"No"
"ORD000725";"15/04/2023";"C00963";"P0134";"W001";"S0031";363;28556.64;17639.12;10366060.32;6403000.56;3963059.76;"Cancelled";"7";"2023-04-22";"2023-04-15";"2023-04-22";1;"No"
"ORD000726";"02-10-2023";"C00999";"P0248";"W030";"S0005";145;45839.88;29499.78;6646782.6;4277468.1;2369314.5;"Completed";"1";"03/10/2023";"2023-10-02";"2023-10-03";1;"No"
"ORD000727";"09/12/2025";"C02627";"P0186";"W048";"";342;40624.58;38521.35;13893606.36;13174301.7;719304.66;"Completed";"1";"2025-12-10";"2025-12-09";"2025-12-10";1;"No"
"ORD000728";"01-10-2025";"C00890";"P0233";"W048";"S0041";192;36583.96;32322.64;7024120.32;6205946.88;818173.44;"Completed";"252";"2026-06-10";"2025-10-01";"2026-06-10";1;"No"
"ORD000729";"18-08-2025";"C00522";"P0105";"W044";"S0059";10;6416.68;4127.24;64166.8;41272.4;22894.4;"Completed";"7";"25/08/2025";"2025-08-18";"2025-08-25";1;"No"
"ORD000730";"30-11-2024";"C02949";"P0430";"W038";"S0085";212;27861.63;18773.15;5906665.56;3979907.8;1926757.76;"Delayed";"319";"15-10-2025";"2024-11-30";"2025-10-15";1;"No"
"ORD000731";"2025-11-01";"C00671";"P0342";"W033";"S0021";212;33082.75;23989.2;7013543.0;5085710.4;1927832.6;"Completed";"6";"07-11-2025";"2025-11-01";"2025-11-07";1;"No"
"ORD000732";"13-08-2025";"C01967";"P0249";"W012";"S0130";408;40486.49;35075.91;16518487.92;14310971.28;2207516.64;"Completed";"2";"15/08/2025";"2025-08-13";"2025-08-15";1;"No"
"ORD000733";"31-05-2023";"C02938";"P0333";"W012";"";127;47585.27;38993.86;6043329.29;4952220.22;1091109.07;"Completed";"2";"2023-06-02";"2023-05-31";"2023-06-02";1;"No"
"ORD000734";"05-03-2023";"C00517";"P0427";"W045";"S0115";116;10974.45;7647.25;1273036.2;887081.0;385955.2;"Cancelled";"";"11/03/2023";"2023-03-05";"2023-03-11";1;"No"
"ORD000735";"06-11-2024";"C02276";"P0213";"W004";"S0117";232;29123.27;23679.51;6756598.64;5493646.32;1262952.32;"Returned";"6";"12/11/2024";"2024-11-06";"2024-11-12";1;"No"
"ORD000736";"18/05/2023";"C02963";"P0065";"W039";"S0130";359;19930.95;17724.49;7155211.05;6363091.91;792119.14;"Completed";"7";"2023-05-25";"2023-05-18";"2023-05-25";1;"No"
"ORD000737";"02/05/2024";"C00366";"P0260";"W016";"S0103";258;45470.68;26701.57;11731435.44;6889005.06;4842430.38;"Completed";"5";"07-05-2024";"2024-05-02";"2024-05-07";1;"No"
"ORD000738";"2023-06-23";"C02685";"P0210";"W021";"S0069";439;20725.85;16817.96;9098648.15;7383084.44;1715563.71;"Delayed";"60";"22-08-2023";"2023-06-23";"2023-08-22";1;"No"
"ORD000739";"18/02/2023";"C01311";"P0456";"W030";"S0123";439;28158.02;20421.33;12361370.78;8964963.87;3396406.91;"Cancelled";"2";"20-02-2023";"2023-02-18";"2023-02-20";1;"No"
"ORD000740";"2025-04-18";"C02387";"P0443";"W006";"S0095";203;44076.46;25677.94;8947521.38;5212621.82;3734899.56;"Completed";"6";"24-04-2025";"2025-04-18";"2025-04-24";1;"No"
"ORD000741";"10-12-2024";"C01572";"P0369";"W001";"";205;25802.64;23050.56;5289541.2;4725364.8;564176.4;"Completed";"6";"2024-12-16";"2024-12-10";"2024-12-16";1;"No"
"ORD000742";"06/08/2024";"C00171";"P0045";"W029";"S0035";79;1583.01;1261.43;125057.79;99652.97;25404.82;"Completed";"2";"08-08-2024";"2024-08-06";"2024-08-08";1;"No"
"ORD000743";"2023-01-02";"C02531";"P0343";"W028";"S0102";19056;45163.99;26169.53;860644993.44;498686563.68;361958429.76;"Completed";"";"07-01-2023";"2023-01-02";"2023-01-07";1;"No"
"ORD000744";"03/09/2025";"C01723";"P0220";"W031";"S0001";113;47215.69;41090.09;5335372.97;4643180.17;692192.8;"Completed";"3";"06/09/2025";"2025-09-03";"2025-09-06";1;"No"
"ORD000745";"2025-07-31";"C01672";"P0328";"W032";"";52;34841.15;28256.08;1811739.8;1469316.16;342423.64;"Completed";"7";"07-08-2025";"2025-07-31";"2025-08-07";1;"No"
"ORD000746";"11/03/2023";"C02678";"P0163";"W035";"S0127";134;22557.04;16006.14;3022643.36;2144822.76;877820.6;"Completed";"274";"10-12-2023";"2023-03-11";"2023-12-10";1;"No"
"ORD000747";"2024-05-08";"C02416";"P0368";"W012";"S0109";339;17721.65;9972.99;6007639.35;3380843.61;2626795.74;"Completed";"7";"";"2024-05-08";"";1;"Yes"
"ORD000748";"2025-05-09";"C01582";"P0066";"W008";"S0081";162;24792.13;18510.88;4016325.06;2998762.56;1017562.5;"Completed";"3";"12/05/2025";"2025-05-09";"2025-05-12";1;"No"
"ORD000749";"14/08/2025";"C01608";"P0394";"W029";"S0060";5419;3563.46;2558.7;19310389.74;13865595.3;5444794.44;"Returned";"1";"";"2025-08-14";"";1;"Yes"
"ORD000750";"2024-09-24";"C02353";"P0373";"W034";"S0082";255;42235.24;27398.21;10769986.2;6986543.55;3783442.65;"Completed";"1";"2024-09-25";"2024-09-24";"2024-09-25";1;"No"
"ORD000752";"27-06-2023";"C00259";"P0495";"W012";"S0081";463;2140.39;1386.38;991000.57;641893.94;349106.63;"Returned";"1";"28/06/2023";"2023-06-27";"2023-06-28";1;"No"
"ORD000753";"07-07-2025";"C01918";"P0319";"W025";"S0111";320;29501.88;19427.6;9440601.6;6216832.0;3223769.6;"Cancelled";"2";"09/07/2025";"2025-07-07";"2025-07-09";1;"No"
"ORD000754";"16/03/2023";"C02653";"P0324";"W014";"S0145";199;42085.09;31166.73;8374932.91;6202179.27;2172753.64;"Returned";"7";"2023-03-23";"2023-03-16";"2023-03-23";1;"No"
"ORD000755";"2025-08-21";"C02329";"P0282";"W043";"S0053";112;14374.17;9808.24;1609907.04;1098522.88;511384.16;"Completed";"";"22-08-2025";"2025-08-21";"2025-08-22";1;"No"
"ORD000756";"2025-07-05";"C01335";"P0362";"W008";"S0057";5;37617.92;32090.25;188089.6;160451.25;27638.35;"Completed";"1";"06-07-2025";"2025-07-05";"2025-07-06";1;"No"
"ORD000757";"2024-04-02";"C00560";"P0423";"W046";"S0144";444;40644.77;30331.49;18046277.88;13467181.56;4579096.32;"Completed";"4";"06-04-2024";"2024-04-02";"2024-04-06";1;"No"
"ORD000758";"04-10-2023";"C00976";"P0391";"W044";"S0004";18;3000.82;2663.43;54014.76;47941.74;6073.02;"Delayed";"43";"2023-11-16";"2023-10-04";"2023-11-16";1;"No"
