"inventory_id";"snapshot_date";"warehouse_id";"product_id";"stock_on_hand";"reorder_point";"safety_stock";"inventory_value";"days_of_inventory";"snapshot_date_clean"
"INV001171";"2023-05-03";"W026";"P0123";"791";54;22;12179416.79;67.5;"2023-05-03"
"INV001172";"2025-12-26";"W048";"P0070";"408";28;12;16620548.21;26.6;"2025-12-26"
"INV001174";"2024-05-05";"W028";"P0395";"599";76;37;17352258.85;99.2;"2024-05-05"
"INV001175";"2025-05-28";"W024";"P0497";"0";160;49;0.0;0.0;"2025-05-28"
"INV001176";"2023-11-04";"W030";"P0058";"0";27;10;0.0;0.0;"2023-11-04"
"INV001178";"2024-09-15";"W038";"P0102";"504";113;71;9350580.87;27.8;"2024-09-15"
"INV001179";"2025-06-28";"W041";"P0032";"247";23;12;10882909.07;59.7;"2025-06-28"
"INV001180";"2024-12-13";"W047";"P0327";"107";200;95;810220.9;5.9;"2024-12-13"
"INV001181";"2024-05-14";"W012";"P0329";"12670";44;15;67169260.78;7544.2;"2024-05-14"
"INV001183";"2023-08-29";"W021";"P0077";"923";79;37;36704448.32;126.2;"2023-08-29"
"INV001184";"2024-04-09";"W038";"P0221";"";189;124;2024302.1;43.7;"2024-04-09"
"INV001185";"2024-06-26";"W031";"P0232";"0";23;7;0.0;0.0;"2024-06-26"
"INV001186";"2025-01-25";"W042";"P0327";"";200;89;151646428.91;542.9;"2025-01-25"
"INV001187";"2024-08-27";"W025";"P0037";"";126;51;39253732.33;463.6;"2024-08-27"
"INV001188";"2025-12-25";"W024";"P0290";"744";91;48;3885004.88;227.0;"2025-12-25"
"INV001189";"2023-08-04";"W012";"P0321";"17";130;49;418044.09;6.4;"2023-08-04"
"INV001190";"2025-04-20";"W037";"P0311";"470";84;46;1277073.73;23.9;"2025-04-20"
"INV001192";"2025-08-02";"W031";"P0309";"189";32;18;757947.61;12.6;"2025-08-02"
"INV001193";"2024-12-15";"W020";"P0114";"613";35;14;3724897.54;64.6;"2024-12-15"
"INV001194";"2025-10-05";"W047";"P0308";"655";131;58;20683140.57;33.5;"2025-10-05"
"INV001195";"2025-03-02";"W019";"P0042";"552";154;100;5235884.16;36.8;"2025-03-02"
"INV001196";"2023-07-17";"W017";"P0227";"304";89;43;3466529.54;17.9;"2023-07-17"
"INV001197";"2023-11-03";"W007";"P0170";"404";72;33;2257406.34;117.9;"2023-11-03"
"INV001198";"2024-01-05";"W013";"P0192";"368";65;42;11516315.11;55.5;"2024-01-05"
"INV001199";"2023-05-31";"W024";"P0410";"958";57;17;4459209.59;52.1;"2023-05-31"
"INV001201";"2025-03-10";"W018";"P0198";"989";75;42;7076933.74;55.0;"2025-03-10"
"INV001202";"2024-12-23";"W048";"P0379";"0";31;20;0.0;0.0;"2024-12-23"
"INV001203";"2025-02-25";"W012";"P0236";"700";145;100;34862595.79;223.6;"2025-02-25"
"INV001205";"2023-09-16";"W009";"P0392";"914";102;53;9889596.29;54.0;"2023-09-16"
"INV001206";"2023-08-12";"W021";"P0117";"881";28;10;21584261.46;78.3;"2023-08-12"
"INV001207";"2025-06-23";"W011";"P0159";"938";183;92;43736854.91;64.4;"2025-06-23"
"INV001208";"2025-12-30";"W004";"P0475";"270";40;23;11373173.25;36.9;"2025-12-30"
"INV001209";"2024-12-19";"W004";"P0227";"";89;45;502917339.11;774.3;"2024-12-19"
"INV001210";"2023-01-25";"W049";"P0461";"799";91;50;10989032.34;42.7;"2023-01-25"
"INV001211";"2024-08-04";"W041";"P0263";"860";45;29;31689739.07;69.8;"2024-08-04"
"INV001212";"2023-04-25";"W025";"P0460";"325";19;12;10970199.27;19.6;"2023-04-25"
"INV001213";"2024-11-19";"W050";"P0219";"";179;87;8537644.83;23.5;"2024-11-19"
"INV001214";"2023-03-20";"W043";"P0094";"";139;59;163118.41;40.3;"2023-03-20"
"INV001215";"2025-03-03";"W021";"P0314";"0";57;28;0.0;0.0;"2025-03-03"
"INV001216";"2025-08-13";"W047";"P0239";"325";119;46;9857744.43;71.5;"2025-08-13"
"INV001217";"2024-12-27";"W037";"P0142";"64";170;103;502832.07;6.6;"2024-12-27"
"INV001218";"2025-05-31";"W004";"P0347";"454";87;27;19044985.78;61.0;"2025-05-31"
"INV001219";"2024-10-12";"W035";"P0315";"955";54;16;7884614.84;103.4;"2024-10-12"
"INV001220";"2023-07-06";"W019";"P0230";"";36;13;14174316.24;27.8;"2023-07-06"
"INV001222";"2023-03-28";"W004";"P0439";"11916";52;18;276567651.31;1119.8;"2023-03-28"
"INV001223";"2023-01-22";"W002";"P0225";"526";51;25;16564922.51;48.9;"2023-01-22"
"INV001225";"2023-10-25";"W008";"P0121";"301";20;12;944255.39;18.8;"2023-10-25"
"INV001226";"2024-04-22";"W023";"P0084";"570";16;5;3440341.53;136.0;"2024-04-22"
"INV001229";"2023-11-22";"W049";"P0238";"773";162;105;5414958.24;56.3;"2023-11-22"
"INV001230";"2023-12-01";"W039";"P0429";"682";82;40;9155619.51;115.0;"2023-12-01"
"INV001231";"2025-01-31";"W050";"P0187";"681";49;30;26907020.36;34.3;"2025-01-31"
"INV001235";"2024-07-16";"W038";"P0199";"578";43;17;21234710.7;36.8;"2024-07-16"
"INV001236";"2025-06-04";"W016";"P0073";"";73;39;5153834.36;26.4;"2025-06-04"
"INV001237";"2025-03-01";"W006";"P0483";"500";195;99;10509213.34;28.8;"2025-03-01"
"INV001238";"2023-09-20";"W032";"P0475";"459";40;19;10865259.41;31.3;"2023-09-20"
"INV001239";"2024-04-21";"W030";"P0064";"";93;47;45201916.89;77.8;"2024-04-21"
"INV001240";"2023-06-01";"W019";"P0344";"825";104;37;6559764.49;306.9;"2023-06-01"
"INV001241";"2024-11-03";"W048";"P0062";"0";143;51;0.0;0.0;"2024-11-03"
"INV001242";"2023-08-31";"W031";"P0464";"154";84;27;2447276.94;13.2;"2023-08-31"
"INV001243";"2024-12-29";"W003";"P0367";"589";149;63;17860827.09;321.6;"2024-12-29"
"INV001244";"2025-09-07";"W016";"P0225";"243";51;25;10931745.36;14.3;"2025-09-07"
"INV001245";"2025-01-23";"W008";"P0076";"140";143;50;3963753.5;7.0;"2025-01-23"
"INV001246";"2025-03-14";"W011";"P0243";"474";170;98;8696702.86;28.0;"2025-03-14"
"INV001248";"2024-07-05";"W026";"P0034";"349";128;53;13291512.57;134.9;"2024-07-05"
"INV001249";"2023-03-04";"W011";"P0118";"545";67;33;20089962.14;41.1;"2023-03-04"
"INV001250";"2023-08-07";"W035";"P0448";"88";25;10;3879761.29;10.6;"2023-08-07"
"INV001251";"2024-10-22";"W028";"P0436";"";97;52;2648034.21;80.9;"2024-10-22"
"INV001252";"2023-09-26";"W005";"P0017";"752";184;128;37175325.61;552.3;"2023-09-26"
"INV001253";"2023-10-26";"W028";"P0004";"23";50;25;837202.98;10.8;"2023-10-26"
"INV001255";"2023-01-13";"W036";"P0158";"137";85;35;4570470.55;11.8;"2023-01-13"
"INV001256";"2024-05-26";"W001";"P0404";"0";64;22;0.0;0.0;"2024-05-26"
"INV001259";"2024-03-20";"W030";"P0152";"717";185;113;12185833.03;44.9;"2024-03-20"
"INV001260";"2024-04-10";"W045";"P0183";"560";185;113;10443214.28;69.2;"2024-04-10"
"INV001261";"2025-09-18";"W027";"P0472";"959";93;38;12075166.93;143.6;"2025-09-18"
"INV001262";"2025-07-15";"W010";"P0302";"517";194;111;22360415.57;84.7;"2025-07-15"
"INV001263";"2025-01-31";"W042";"P0030";"987";195;102;31407584.76;83.4;"2025-01-31"
"INV001264";"2023-01-31";"W037";"P0211";"260";19;10;6907147.66;14.5;"2023-01-31"
"INV001266";"2024-06-16";"W004";"P0034";"638";128;49;3527181.05;45.9;"2024-06-16"
"INV001267";"2024-07-07";"W008";"P0283";"463";177;77;7068461.02;341.8;"2024-07-07"
"INV001268";"2023-12-26";"W012";"P0157";"741";145;77;9974698.8;392.3;"2023-12-26"
"INV001269";"2025-07-25";"W036";"P0044";"388";154;53;10038043.06;23.9;"2025-07-25"
"INV001270";"2023-08-31";"W001";"P0377";"420";152;70;16946043.02;27.0;"2023-08-31"
"INV001273";"2024-09-08";"W004";"P0212";"959";33;17;17804072.56;87.9;"2024-09-08"
"INV001275";"2025-01-11";"W012";"P0432";"";176;62;17881643.77;93.5;"2025-01-11"
"INV001276";"2025-05-29";"W018";"P0084";"";16;8;19451844.46;77.0;"2025-05-29"
"INV001277";"2023-01-25";"W031";"P0407";"19";100;48;271798.66;1.0;"2023-01-25"
"INV001278";"2023-05-12";"W041";"P0457";"539";155;74;7558487.2;454.6;"2023-05-12"
"INV001279";"2024-08-21";"W035";"P0459";"141";13;5;4046128.58;14.8;"2024-08-21"
"INV001280";"2024-04-15";"W001";"P0058";"17012";27;18;278496447.75;2332.1;"2024-04-15"
"INV001282";"2025-08-27";"W011";"P0456";"298";77;25;1312499.95;18.6;"2025-08-27"
"INV001283";"2024-04-01";"W001";"P0235";"297";30;15;10437015.11;15.5;"2024-04-01"
"INV001286";"2024-07-20";"W012";"P0327";"189";200;121;6011343.58;12.5;"2024-07-20"
"INV001287";"2023-07-17";"W041";"P0483";"482";195;82;21614041.24;82.7;"2023-07-17"
"INV001288";"2023-08-08";"W008";"P0010";"630";175;83;1062464.54;68.0;"2023-08-08"
"INV001289";"2025-10-06";"W014";"P0023";"447";88;30;17060664.64;36.8;"2025-10-06"
"INV001290";"2024-08-23";"W023";"P0386";"0";198;69;0.0;0.0;"2024-08-23"
"INV001291";"2023-06-26";"W016";"P0217";"";96;43;244827339.77;785.3;"2023-06-26"
"INV001292";"2025-07-28";"W020";"P0146";"294";53;17;5335352.27;16.1;"2025-07-28"
"INV001293";"2024-04-06";"W014";"P0118";"596";67;27;28851371.87;40.5;"2024-04-06"
"INV001294";"2025-07-07";"W001";"P0378";"177";33;12;8428581.57;12.6;"2025-07-07"
"INV001295";"2024-08-02";"W039";"P0380";"16232";45;29;267463324.51;4525.6;"2024-08-02"
"INV001296";"2024-10-29";"W008";"P0316";"326";34;12;2284441.28;35.4;"2024-10-29"
"INV001298";"2024-04-05";"W019";"P0204";"18445";89;28;199670241.63;4626.3;"2024-04-05"
"INV001299";"2023-02-15";"W038";"P0425";"761";125;58;26904709.55;121.7;"2023-02-15"
"INV001300";"2023-06-17";"W018";"P0290";"367";91;43;10329271.16;19.3;"2023-06-17"
"INV001301";"2023-02-22";"W034";"P0018";"820";145;93;33974288.73;444.7;"2023-02-22"
"INV001303";"2023-12-18";"W028";"P0306";"563";145;61;10716055.22;350.1;"2023-12-18"
"INV001304";"2024-02-06";"W005";"P0006";"119";21;9;1116757.29;116.5;"2024-02-06"
"INV001306";"2023-09-22";"W022";"P0349";"757";92;30;17431122.44;105.6;"2023-09-22"
"INV001307";"2025-03-11";"W049";"P0425";"118";125;56;1591203.4;12.8;"2025-03-11"
"INV001308";"2023-02-13";"W014";"P0252";"644";119;36;10808689.2;42.3;"2023-02-13"
"INV001310";"2025-12-23";"W009";"P0033";"150";73;22;3863019.01;12.5;"2025-12-23"
"INV001311";"2025-05-14";"W028";"P0436";"283";97;67;4158783.34;19.2;"2025-05-14"
"INV001312";"2024-11-04";"W026";"P0138";"574";107;33;28009059.43;90.3;"2024-11-04"
"INV001313";"2025-08-27";"W032";"P0328";"980";148;78;28477104.98;50.3;"2025-08-27"
"INV001314";"2025-03-07";"W033";"P0315";"761";54;17;12442143.69;62.0;"2025-03-07"
"INV001316";"2025-04-28";"W029";"P0497";"0";160;100;0.0;0.0;"2025-04-28"
"INV001317";"2023-06-17";"W014";"P0189";"";169;116;4020732.21;25.7;"2023-06-17"
"INV001318";"2024-05-24";"W007";"P0345";"";164;76;3168816.17;4.7;"2024-05-24"
"INV001320";"2023-09-14";"W047";"P0315";"89";54;32;3643700.92;54.8;"2023-09-14"
"INV001321";"2025-02-07";"W050";"P0481";"702";15;9;29662171.37;59.1;"2025-02-07"
"INV001322";"2024-06-16";"W050";"P0447";"312";130;74;7423257.66;165.8;"2024-06-16"
"INV001324";"2025-12-23";"W015";"P0167";"514";123;37;4032849.27;27.2;"2025-12-23"
"INV001325";"2024-02-19";"W032";"P0123";"0";54;30;0.0;0.0;"2024-02-19"
"INV001326";"2023-05-08";"W050";"P0330";"0";106;56;0.0;0.0;"2023-05-08"
"INV001327";"2025-06-10";"W048";"P0282";"857";159;91;1872296.03;74.7;"2025-06-10"
"INV001328";"2024-09-28";"W022";"P0230";"614";36;21;13511176.86;31.5;"2024-09-28"
"INV001329";"2023-12-12";"W029";"P0267";"303";151;102;14225473.55;57.3;"2023-12-12"
"INV001330";"2025-10-31";"W038";"P0273";"498";156;68;11769179.33;49.7;"2025-10-31"
"INV001331";"2025-03-25";"W044";"P0224";"904";199;104;42236808.64;58.9;"2025-03-25"
"INV001334";"2024-07-14";"W014";"P0202";"409";15;9;15933102.84;43.4;"2024-07-14"
"INV001335";"2023-08-25";"W044";"P0337";"205";157;104;693337.35;14.5;"2023-08-25"
"INV001336";"2024-05-23";"W027";"P0103";"756";98;50;21429985.61;44.2;"2024-05-23"
"INV001337";"2025-03-15";"W017";"P0084";"833";16;11;6048240.93;318.0;"2025-03-15"
"INV001338";"2023-02-01";"W047";"P0384";"736";122;37;3371282.34;45.9;"2023-02-01"
"INV001339";"2023-12-30";"W040";"P0086";"0";117;53;0.0;0.0;"2023-12-30"
"INV001340";"2024-03-24";"W034";"P0474";"587";40;14;16801739.22;46.0;"2024-03-24"
"INV001341";"2023-03-02";"W026";"P0319";"687";185;117;22366856.89;140.3;"2023-03-02"
"INV001343";"2025-02-01";"W002";"P0125";"";181;80;21518190.89;38.4;"2025-02-01"
"INV001344";"2024-08-28";"W007";"P0285";"691";155;62;12197288.57;65.9;"2024-08-28"
"INV001345";"2024-10-08";"W042";"P0043";"601";43;18;21171875.92;64.8;"2024-10-08"
"INV001346";"2025-06-20";"W049";"P0060";"548";19;10;18875769.13;28.5;"2025-06-20"
"INV001347";"2024-09-14";"W005";"P0093";"993";40;24;17838842.32;70.8;"2024-09-14"
"INV001348";"2024-12-14";"W039";"P0001";"388";198;62;5654962.04;28.2;"2024-12-14"
"INV001349";"2025-08-14";"W029";"P0004";"970";50;17;33127126.93;139.3;"2025-08-14"
"INV001351";"2024-09-11";"W021";"P0381";"";80;28;263391.02;62.3;"2024-09-11"
"INV001352";"2024-12-24";"W048";"P0493";"98";190;57;4713187.27;7.0;"2024-12-24"
"INV001353";"2023-01-02";"W041";"P0309";"977";32;15;36076689.31;160.9;"2023-01-02"
"INV001354";"2023-03-03";"W029";"P0046";"775";87;56;4457201.56;64.2;"2023-03-03"
"INV001356";"2023-07-13";"W004";"P0419";"978";160;59;14941277.33;56.5;"2023-07-13"
"INV001357";"2025-07-24";"W041";"P0449";"550";189;83;1518404.55;56.4;"2025-07-24"
"INV001358";"2025-07-07";"W011";"P0349";"559";92;28;17741419.55;52.3;"2025-07-07"
"INV001360";"2024-03-23";"W022";"P0237";"493";71;38;8178863.25;199.4;"2024-03-23"
"INV001361";"2025-02-02";"W039";"P0005";"467";36;14;8344332.83;75.3;"2025-02-02"
"INV001363";"2025-08-06";"W046";"P0453";"26";24;14;889830.64;1.7;"2025-08-06"
"INV001364";"2025-01-30";"W033";"P0193";"160";93;57;2480225.95;29.1;"2025-01-30"
"INV001365";"2024-07-16";"W024";"P0341";"471";106;59;9281262.47;146.5;"2024-07-16"
"INV001366";"2025-08-01";"W016";"P0451";"429";160;62;10081016.59;261.0;"2025-08-01"
"INV001367";"2024-09-29";"W037";"P0140";"591";114;78;22530800.75;38.0;"2024-09-29"
"INV001370";"2024-09-27";"W025";"P0479";"242";45;18;11290804.15;186.0;"2024-09-27"
"INV001371";"2023-12-19";"W017";"P0354";"13575";96;63;316954978.82;749.5;"2023-12-19"
"INV001372";"2025-12-22";"W037";"P0325";"885";124;64;26757593.41;58.3;"2025-12-22"
"INV001374";"2024-01-14";"W030";"P0087";"50";67;39;1360311.68;4.2;"2024-01-14"
"INV001375";"2024-08-31";"W005";"P0132";"269";84;57;3154596.31;18.0;"2024-08-31"
"INV001376";"2025-02-10";"W049";"P0246";"832";20;11;15224239.78;58.8;"2025-02-10"
"INV001377";"2023-12-23";"W025";"P0125";"";181;118;33527872.6;44.0;"2023-12-23"
"INV001378";"2023-06-30";"W048";"P0436";"435";97;47;8346589.77;26.6;"2023-06-30"
"INV001379";"2025-12-16";"W014";"P0142";"173";170;88;6282876.0;98.9;"2025-12-16"
"INV001380";"2024-04-13";"W047";"P0289";"345";131;85;2121960.3;65.0;"2024-04-13"
"INV001381";"2023-11-23";"W009";"P0224";"257";199;72;12840235.74;142.1;"2023-11-23"
"INV001382";"2025-09-21";"W050";"P0480";"99";112;34;3263994.96;7.7;"2025-09-21"
"INV001383";"2023-04-29";"W025";"P0243";"512";170;75;2418242.0;44.3;"2023-04-29"
"INV001384";"2023-06-19";"W018";"P0203";"727";37;17;32124815.03;82.9;"2023-06-19"
"INV001385";"2025-11-01";"W002";"P0303";"386";98;43;6136505.23;22.0;"2025-11-01"
"INV001386";"2024-10-29";"W028";"P0132";"0";84;51;0.0;0.0;"2024-10-29"
"INV001387";"2025-07-03";"W003";"P0448";"821";25;8;1099073.31;74.1;"2025-07-03"
"INV001389";"2024-05-23";"W024";"P0212";"386";33;15;6476376.2;41.5;"2024-05-23"
"INV001390";"2024-02-02";"W032";"P0129";"";78;40;1899309.61;49.9;"2024-02-02"
"INV001391";"2025-06-13";"W021";"P0135";"736";160;83;36103683.58;41.9;"2025-06-13"
"INV001392";"2024-02-27";"W034";"P0382";"";194;125;24286042.45;101.2;"2024-02-27"
"INV001393";"2025-09-12";"W048";"P0432";"0";176;58;0.0;0.0;"2025-09-12"
"INV001395";"2023-02-22";"W050";"P0158";"819";85;44;3825113.63;203.3;"2023-02-22"
"INV001396";"2024-09-21";"W050";"P0448";"";25;9;10122442.47;108.4;"2024-09-21"
"INV001397";"2023-01-17";"W046";"P0366";"335";64;23;6026079.3;27.7;"2023-01-17"
"INV001399";"2025-11-14";"W012";"P0253";"837";167;111;8523128.29;366.0;"2025-11-14"
"INV001400";"2025-04-20";"W012";"P0369";"";109;33;9199260.6;66.1;"2025-04-20"
"INV001401";"2023-08-10";"W027";"P0373";"";106;55;43806565.88;165.4;"2023-08-10"
"INV001402";"2024-07-20";"W038";"P0330";"433";106;64;10910024.81;30.6;"2024-07-20"
"INV001403";"2024-07-21";"W013";"P0031";"";34;18;6766832.32;108.2;"2024-07-21"
"INV001404";"2025-01-21";"W029";"P0220";"";31;14;3473793.96;9.0;"2025-01-21"
"INV001406";"2024-01-13";"W034";"P0088";"774";61;40;1381332.92;109.1;"2024-01-13"
"INV001407";"2023-04-11";"W042";"P0337";"774";157;49;3263502.1;50.2;"2023-04-11"
"INV001408";"2023-09-07";"W009";"P0095";"516";172;64;18809631.38;56.6;"2023-09-07"
"INV001409";"2023-03-03";"W029";"P0346";"106";195;103;3910397.68;25.7;"2023-03-03"
"INV001410";"2023-10-24";"W017";"P0271";"332";161;54;3342326.18;20.8;"2023-10-24"
"INV001411";"2023-12-04";"W030";"P0331";"886";110;48;1360932.29;55.0;"2023-12-04"
"INV001412";"2023-03-19";"W015";"P0251";"201";36;22;1884184.81;44.8;"2023-03-19"
"INV001413";"2025-04-02";"W030";"P0322";"";190;69;133502911.25;987.1;"2025-04-02"
"INV001416";"2024-05-09";"W013";"P0047";"582";36;21;10299020.92;36.2;"2024-05-09"
"INV001418";"2025-03-16";"W014";"P0216";"572";143;57;4989573.13;34.0;"2025-03-16"
"INV001419";"2023-12-12";"W017";"P0352";"8176";47;26;389436269.01;613.9;"2023-12-12"
"INV001421";"2025-11-19";"W016";"P0179";"";150;72;201312.54;73.0;"2025-11-19"
"INV001422";"2024-03-29";"W031";"P0443";"115";16;4;4515405.27;14.1;"2024-03-29"
"INV001423";"2024-08-30";"W010";"P0116";"";84;56;10681175.11;44.1;"2024-08-30"
"INV001424";"2023-04-13";"W004";"P0049";"466";23;14;21051465.51;37.8;"2023-04-13"
"INV001426";"2025-01-25";"W019";"P0147";"297";46;21;9520989.22;110.0;"2025-01-25"
"INV001427";"2025-01-24";"W020";"P0011";"259";128;73;2443162.86;238.4;"2025-01-24"
"INV001428";"2023-07-25";"W019";"P0336";"192";148;59;2929941.25;15.2;"2023-07-25"
"INV001429";"2025-09-30";"W037";"P0086";"";117;73;15109240.41;34.1;"2025-09-30"
"INV001430";"2025-12-01";"W004";"P0093";"353";40;21;9002236.74;22.3;"2025-12-01"
"INV001432";"2025-02-02";"W004";"P0457";"979";155;78;10507573.26;369.1;"2025-02-02"
"INV001433";"2025-06-02";"W007";"P0480";"807";112;71;23372695.43;52.5;"2025-06-02"
"INV001435";"2025-11-04";"W020";"P0183";"12519";185;96;568681604.28;1252.4;"2025-11-04"
"INV001436";"2024-05-23";"W047";"P0192";"86";65;39;82766.52;7.5;"2024-05-23"
"INV001437";"2024-08-29";"W003";"P0391";"384";132;82;7695688.51;69.4;"2024-08-29"
"INV001438";"2025-08-13";"W006";"P0249";"427";96;66;2582202.07;22.2;"2025-08-13"
"INV001439";"2024-09-26";"W007";"P0229";"0";164;67;0.0;0.0;"2024-09-26"
"INV001442";"2024-10-22";"W006";"P0442";"58";31;14;2420844.99;4.3;"2024-10-22"
"INV001443";"2023-09-06";"W050";"P0316";"30";34;13;1486423.07;3.6;"2023-09-06"
"INV001444";"2023-06-30";"W039";"P0182";"306";34;11;1368030.93;70.3;"2023-06-30"
"INV001445";"2024-10-12";"W012";"P0375";"770";172;107;8606722.91;40.4;"2024-10-12"
"INV001446";"2023-10-08";"W032";"P0006";"83";21;8;1538926.08;13.6;"2023-10-08"
"INV001447";"2025-02-06";"W047";"P0272";"0";20;9;0.0;0.0;"2025-02-06"
"INV001448";"2025-08-07";"W029";"P0217";"667";96;39;1440133.34;520.9;"2025-08-07"
"INV001449";"2023-10-12";"W028";"P0276";"13565";165;94;177527315.38;810.5;"2023-10-12"
"INV001450";"2024-08-28";"W022";"P0167";"177";123;80;5789051.18;10.1;"2024-08-28"
"INV001451";"2023-07-23";"W026";"P0034";"935";128;39;12476733.17;92.3;"2023-07-23"
"INV001452";"2025-07-04";"W040";"P0317";"755";70;35;4571613.12;39.1;"2025-07-04"
"INV001455";"2023-05-06";"W044";"P0025";"322";77;43;1376176.94;47.8;"2023-05-06"
"INV001456";"2024-11-30";"W002";"P0073";"";73;25;40016433.14;116.1;"2024-11-30"
"INV001459";"2025-09-09";"W008";"P0328";"721";148;89;23212924.45;106.6;"2025-09-09"
"INV001460";"2024-06-16";"W039";"P0173";"520";43;16;21391299.49;63.6;"2024-06-16"
"INV001461";"2025-07-14";"W006";"P0315";"684";54;34;21103709.96;112.9;"2025-07-14"
"INV001462";"2025-06-23";"W005";"P0049";"";23;9;287370925.49;2503.7;"2025-06-23"
"INV001466";"2023-04-27";"W038";"P0147";"353";46;23;16578903.51;32.7;"2023-04-27"
"INV001467";"2025-12-10";"W006";"P0273";"76";156;66;1081332.75;3.8;"2025-12-10"
"INV001468";"2024-10-20";"W042";"P0218";"184";152;83;5518844.87;10.7;"2024-10-20"
"INV001469";"2023-01-13";"W042";"P0032";"713";23;12;15899280.61;49.2;"2023-01-13"
"INV001470";"2025-07-24";"W038";"P0079";"0";116;63;0.0;0.0;"2025-07-24"
"INV001471";"2025-12-07";"W047";"P0344";"696";104;48;22078624.02;210.3;"2025-12-07"
"INV001473";"2025-01-05";"W030";"P0002";"419";65;30;146487.3;94.3;"2025-01-05"
"INV001475";"2024-06-10";"W045";"P0254";"42";113;67;1177572.29;2.4;"2024-06-10"
"INV001476";"2023-03-04";"W006";"P0350";"824";141;90;39736162.76;58.9;"2023-03-04"
"INV001477";"2024-06-15";"W016";"P0176";"514";167;73;4658831.75;57.9;"2024-06-15"
"INV001478";"2024-11-18";"W040";"P0361";"763";37;20;18633662.69;109.7;"2024-11-18"
"INV001479";"2024-03-09";"W048";"P0364";"483";106;68;5366463.56;60.3;"2024-03-09"
"INV001480";"2024-05-19";"W027";"P0083";"720";129;60;30529345.9;74.7;"2024-05-19"
"INV001481";"2024-04-19";"W044";"P0115";"18284";151;76;85261595.29;3790.2;"2024-04-19"
"INV001483";"2023-09-02";"W013";"P0276";"385";165;59;1038025.85;39.4;"2023-09-02"
"INV001484";"2024-04-27";"W040";"P0343";"925";109;51;21666985.28;93.5;"2024-04-27"
"INV001485";"2023-02-09";"W034";"P0241";"955";139;49;19137928.31;108.7;"2023-02-09"
"INV001486";"2023-09-27";"W042";"P0021";"362";173;106;4129330.29;28.3;"2023-09-27"
"INV001489";"2024-02-08";"W009";"P0404";"157";64;43;6805667.47;12.0;"2024-02-08"
"INV001490";"2023-07-04";"W039";"P0234";"290";19;10;4885665.35;29.0;"2023-07-04"
"INV001491";"2025-10-22";"W037";"P0350";"10136";141;75;362664318.77;532.5;"2025-10-22"
"INV001492";"2023-12-17";"W041";"P0294";"5";158;50;93336.19;2.5;"2023-12-17"
"INV001493";"2024-05-08";"W038";"P0397";"440";133;60;11330126.49;23.8;"2024-05-08"
"INV001494";"2024-10-30";"W041";"P0395";"810";76;34;26053961.94;97.1;"2024-10-30"
"INV001496";"2025-11-18";"W038";"P0273";"";156;57;3328522.57;38.6;"2025-11-18"
"INV001498";"2025-09-08";"W035";"P0317";"375";70;44;9220533.52;24.7;"2025-09-08"
"INV001499";"2024-02-02";"W027";"P0303";"652";98;29;8767990.71;86.3;"2024-02-02"
"INV001500";"2025-08-11";"W019";"P0161";"109";173;96;3350329.95;22.8;"2025-08-11"
"INV001501";"2024-11-04";"W019";"P0070";"0";28;8;0.0;0.0;"2024-11-04"
"INV001502";"2023-03-18";"W047";"P0151";"765";189;112;9597370.31;70.9;"2023-03-18"
"INV001503";"2024-12-09";"W036";"P0101";"732";186;76;26914749.09;37.2;"2024-12-09"
"INV001504";"2025-02-23";"W026";"P0285";"592";155;47;23215363.36;36.3;"2025-02-23"
"INV001505";"2023-02-21";"W001";"P0054";"25";114;54;542592.41;1.8;"2023-02-21"
"INV001507";"2023-11-08";"W043";"P0148";"922";129;48;33551873.83;173.4;"2023-11-08"
"INV001508";"2023-08-22";"W044";"P0347";"685";87;29;32266519.3;48.7;"2023-08-22"
"INV001510";"2025-04-01";"W008";"P0309";"229";32;20;2998989.37;27.3;"2025-04-01"
"INV001511";"2025-12-28";"W005";"P0137";"238";156;52;7671977.06;33.4;"2025-12-28"
"INV001512";"2023-08-19";"W036";"P0349";"557";92;59;3391505.1;182.9;"2023-08-19"
"INV001513";"2023-07-10";"W002";"P0441";"895";196;116;35288931.04;50.5;"2023-07-10"
"INV001514";"2025-07-22";"W044";"P0305";"553";188;61;11755492.32;139.2;"2025-07-22"
"INV001516";"2023-07-07";"W019";"P0066";"318";87;59;4176819.22;16.9;"2023-07-07"
"INV001518";"2025-10-23";"W033";"P0367";"8447";149;50;104894801.36;579.9;"2025-10-23"
"INV001519";"2025-04-07";"W023";"P0380";"932";45;19;23916957.27;74.2;"2025-04-07"
"INV001521";"2023-04-17";"W017";"P0418";"593";32;20;26402279.55;37.0;"2023-04-17"
"INV001522";"2025-03-26";"W027";"P0301";"18882";63;41;779907533.86;2051.9;"2025-03-26"
"INV001523";"2024-05-01";"W005";"P0125";"978";181;117;8732561.76;462.3;"2024-05-01"
"INV001524";"2025-12-23";"W002";"P0385";"501";187;104;5787654.63;52.9;"2025-12-23"
"INV001525";"2024-01-04";"W028";"P0418";"13624";32;16;61474154.75;852.4;"2024-01-04"
"INV001526";"2023-04-24";"W015";"P0465";"263";136;45;6266280.09;63.1;"2023-04-24"
"INV001527";"2024-04-10";"W023";"P0288";"866";112;43;28022562.64;115.6;"2024-04-10"
"INV001529";"2023-12-16";"W004";"P0334";"777";117;39;35214435.31;44.5;"2023-12-16"
