"shipment_id";"order_id";"warehouse_id";"carrier_name";"dispatch_date";"delivery_date";"shipping_cost";"shipping_status";"dispatch_date_clean";"delivery_date_clean";"rn"
"SHP002394";"ORD001093";"W014";"XpressBees";"2025-05-26";"2025-06-15";1324.79;"Delayed";"2025-05-26";"2025-06-15";1
"SHP002395";"ORD002857";"W029";"Blue Dart";"2023-04-28";"2023-04-30";1909.83;"Delayed";"2023-04-28";"2023-04-30";1
"SHP002396";"ORD003525";"W046";"Gati";"2024-11-01";"2024-11-16";1682.55;"Delayed";"2024-11-01";"2024-11-16";1
"SHP002397";"ORD002664";"W044";"Ekart";"2024-06-26";"2024-06-29";1157.59;"Delivered";"2024-06-26";"2024-06-29";1
"SHP002398";"ORD012600";"W031";"Blue Dart";"2023-10-23";"";1741.92;"Lost";"2023-10-23";"";1
"SHP002399";"ORD012684";"W021";"Gati";"2024-01-31";"2024-02-29";57399.8;"Delayed";"2024-01-31";"2024-02-29";1
"SHP002400";"ORD008287";"W043";"Ekart";"2025-01-12";"2025-02-09";1944.81;"Delayed";"2025-01-12";"2025-02-09";1
"SHP002401";"ORD012987";"W014";"Shadowfax";"2023-10-24";"2023-11-01";1578.25;"Delivered";"2023-10-24";"2023-11-01";1
"SHP002402";"ORD011179";"W037";"Gati";"2024-03-04";"2024-03-26";737.1;"Delivered";"2024-03-04";"2024-03-26";1
"SHP002403";"ORD001411";"W032";"Blue Dart";"2024-02-28";"2024-03-15";336.12;"Delivered";"2024-02-28";"2024-03-15";1
"SHP002404";"ORD001832";"W050";"Ekart";"2023-05-12";"2023-05-26";1099.87;"Delivered";"2023-05-12";"2023-05-26";1
"SHP002405";"ORD007577";"W039";"FedEx";"2023-12-31";"2024-01-03";1879.32;"Delivered";"2023-12-31";"2024-01-03";1
"SHP002406";"ORD011224";"W044";"XpressBees";"2024-11-30";"2024-12-01";1052.77;"Delivered";"2024-11-30";"2024-12-01";1
"SHP002407";"ORD014736";"W001";"Ekart";"2024-06-16";"2024-06-18";1090.36;"Delayed";"2024-06-16";"2024-06-18";1
"SHP002408";"";"W035";"FedEx";"2025-07-25";"2025-08-08";71.89;"Delivered";"2025-07-25";"2025-08-08";1
"SHP002409";"ORD000738";"W002";"Blue Dart";"2023-08-07";"2023-08-19";1550.86;"Delivered";"2023-08-07";"2023-08-19";1
"SHP002410";"ORD006653";"W026";"Delhivery";"2025-09-02";"2025-09-23";759.45;"Delayed";"2025-09-02";"2025-09-23";1
"SHP002411";"ORD005087";"W037";"Delhivery";"2025-10-23";"2025-11-06";1857.2;"Delayed";"2025-10-23";"2025-11-06";1
"SHP002412";"ORD006677";"W036";"Ekart";"2023-05-01";"2023-05-29";639.1;"Delivered";"2023-05-01";"2023-05-29";1
"SHP002413";"ORD000426";"W043";"Blue Dart";"2025-02-26";"2025-03-27";1285.32;"Delivered";"2025-02-26";"2025-03-27";1
"SHP002414";"ORD012343";"W025";"Blue Dart";"2023-01-12";"";1036.85;"In Transit";"2023-01-12";"";1
"SHP002415";"ORD003725";"W031";"Gati";"2023-10-13";"2023-10-29";355.79;"Delivered";"2023-10-13";"2023-10-29";1
"SHP002416";"ORD003304";"W040";"XpressBees";"2024-10-17";"2024-11-05";667.75;"Delivered";"2024-10-17";"2024-11-05";1
"SHP002417";"ORD005467";"W050";"DTDC";"2024-07-22";"";628.88;"Lost";"2024-07-22";"";1
"SHP002418";"ORD014436";"W002";"XpressBees";"2024-10-05";"";1783.03;"In Transit";"2024-10-05";"";1
"SHP002419";"ORD002758";"W038";"Ekart";"2025-12-14";"2025-12-30";613.99;"Delivered";"2025-12-14";"2025-12-30";1
"SHP002420";"ORD002075";"W020";"Shadowfax";"2024-02-29";"2024-03-19";1993.18;"Delivered";"2024-02-29";"2024-03-19";1
"SHP002421";"ORD002545";"W038";"";"2025-10-13";"2025-10-22";178.5;"Delivered";"2025-10-13";"2025-10-22";1
"SHP002422";"ORD008419";"W037";"Gati";"2024-05-03";"2024-05-15";1091.43;"Delivered";"2024-05-03";"2024-05-15";1
"SHP002423";"ORD003434";"W029";"XpressBees";"2024-09-08";"2024-09-29";937.41;"Delivered";"2024-09-08";"2024-09-29";1
"SHP002424";"";"W035";"Blue Dart";"2025-07-15";"2025-08-13";912.98;"Delivered";"2025-07-15";"2025-08-13";1
"SHP002425";"ORD006532";"W016";"FedEx";"2025-02-25";"2025-03-20";442.87;"Delivered";"2025-02-25";"2025-03-20";1
"SHP002426";"ORD007971";"W026";"FedEx";"2025-02-14";"2025-02-19";83.68;"Delivered";"2025-02-14";"2025-02-19";1
"SHP002427";"";"W008";"Shadowfax";"2025-09-11";"2025-09-28";1508.18;"Delivered";"2025-09-11";"2025-09-28";1
"SHP002428";"";"W025";"DTDC";"2023-02-27";"2023-03-09";1586.94;"Delivered";"2023-02-27";"2023-03-09";1
"SHP002429";"ORD005487";"W007";"Ekart";"2025-08-02";"2025-08-24";1891.81;"Delivered";"2025-08-02";"2025-08-24";1
"SHP002430";"ORD010891";"W036";"";"2024-01-04";"2024-01-12";530.27;"Delivered";"2024-01-04";"2024-01-12";1
"SHP002431";"ORD008779";"W041";"Ekart";"2023-09-10";"2023-09-12";444.07;"Delayed";"2023-09-10";"2023-09-12";1
"SHP002432";"ORD014578";"W043";"Delhivery";"2023-03-31";"2023-04-08";1817.68;"Delivered";"2023-03-31";"2023-04-08";1
"SHP002433";"ORD000979";"W018";"Ekart";"2025-05-13";"2025-06-09";1615.25;"Delivered";"2025-05-13";"2025-06-09";1
"SHP002434";"ORD005803";"W028";"Shadowfax";"2025-03-22";"2025-03-23";133.03;"Delivered";"2025-03-22";"2025-03-23";1
"SHP002435";"";"W021";"Gati";"2024-10-04";"2024-10-21";1863.05;"Delivered";"2024-10-04";"2024-10-21";1
"SHP002436";"ORD000189";"W036";"";"2023-11-16";"2023-12-03";79.16;"Delivered";"2023-11-16";"2023-12-03";1
"SHP002437";"ORD007961";"W044";"Ekart";"2024-04-25";"2024-05-08";787.31;"Delivered";"2024-04-25";"2024-05-08";1
"SHP002438";"ORD004964";"W050";"FedEx";"2025-10-15";"";1587.78;"In Transit";"2025-10-15";"";1
"SHP002439";"ORD014115";"W045";"Delhivery";"2025-12-21";"2026-01-05";1882.73;"Delayed";"2025-12-21";"2026-01-05";1
"SHP002440";"ORD002534";"W044";"Shadowfax";"2023-12-31";"2024-01-20";883.07;"Delivered";"2023-12-31";"2024-01-20";1
"SHP002441";"ORD008057";"W041";"Delhivery";"2023-05-23";"2023-06-06";1872.81;"Delivered";"2023-05-23";"2023-06-06";1
"SHP002442";"ORD003297";"W024";"Gati";"2024-10-08";"2024-10-19";861.71;"Delayed";"2024-10-08";"2024-10-19";1
"SHP002443";"ORD010784";"W018";"Gati";"2024-11-10";"";1644.15;"In Transit";"2024-11-10";"";1
"SHP002444";"";"W019";"Shadowfax";"2024-05-21";"";1202.91;"In Transit";"2024-05-21";"";1
"SHP002445";"ORD010748";"W009";"Delhivery";"2024-06-30";"2024-07-19";1756.76;"Delivered";"2024-06-30";"2024-07-19";1
"SHP002446";"ORD003430";"W050";"Ekart";"2024-01-05";"2024-01-26";1940.31;"Delivered";"2024-01-05";"2024-01-26";1
"SHP002447";"";"W028";"DTDC";"2025-07-07";"2025-07-22";1166.81;"Delivered";"2025-07-07";"2025-07-22";1
"SHP002448";"ORD007786";"W022";"Ekart";"2024-03-23";"2024-04-03";94.99;"Delivered";"2024-03-23";"2024-04-03";1
"SHP002449";"ORD011409";"W005";"";"2025-07-31";"";1694.37;"In Transit";"2025-07-31";"";1
"SHP002450";"";"W045";"DTDC";"2023-03-25";"2023-04-07";788.68;"Delivered";"2023-03-25";"2023-04-07";1
"SHP002451";"ORD005444";"W045";"DTDC";"2024-05-23";"2024-06-20";1964.96;"Delivered";"2024-05-23";"2024-06-20";1
"SHP002452";"ORD013537";"W011";"Gati";"2024-03-25";"2024-04-17";935.69;"Delivered";"2024-03-25";"2024-04-17";1
"SHP002453";"ORD006338";"W006";"";"2024-11-07";"";993.94;"In Transit";"2024-11-07";"";1
"SHP002454";"ORD010053";"W027";"Shadowfax";"2025-10-23";"2025-11-14";714.91;"Delayed";"2025-10-23";"2025-11-14";1
"SHP002455";"ORD012047";"W020";"Delhivery";"2025-12-09";"2026-01-01";973.83;"Delivered";"2025-12-09";"2026-01-01";1
"SHP002456";"ORD004772";"W039";"DTDC";"2024-01-17";"2024-02-03";301.24;"Delivered";"2024-01-17";"2024-02-03";1
"SHP002457";"ORD011551";"W028";"Shadowfax";"2024-08-23";"2024-09-18";1921.13;"Delivered";"2024-08-23";"2024-09-18";1
"SHP002458";"ORD012863";"W039";"Delhivery";"2023-11-15";"2023-11-26";859.39;"Delivered";"2023-11-15";"2023-11-26";1
"SHP002459";"ORD008599";"W022";"DTDC";"2024-02-23";"2024-03-03";644.21;"Delivered";"2024-02-23";"2024-03-03";1
"SHP002460";"ORD008583";"W044";"Shadowfax";"2023-04-16";"";1547.2;"In Transit";"2023-04-16";"";1
"SHP002461";"";"W032";"Blue Dart";"2025-03-10";"2025-04-04";445.81;"Delivered";"2025-03-10";"2025-04-04";1
"SHP002462";"ORD006110";"W025";"Shadowfax";"2025-10-07";"2025-10-28";1263.62;"Delivered";"2025-10-07";"2025-10-28";1
"SHP002463";"ORD013841";"W021";"Shadowfax";"2024-03-13";"";780.46;"In Transit";"2024-03-13";"";1
"SHP002464";"ORD000470";"W049";"Delhivery";"2023-05-19";"2023-05-29";757.35;"Delivered";"2023-05-19";"2023-05-29";1
"SHP002465";"ORD011993";"W007";"XpressBees";"2023-10-04";"2023-10-07";1124.03;"Delivered";"2023-10-04";"2023-10-07";1
"SHP002466";"ORD005467";"W014";"Blue Dart";"2024-12-11";"2025-01-08";524.07;"Delivered";"2024-12-11";"2025-01-08";1
"SHP002467";"ORD003536";"W013";"Ekart";"2023-09-06";"2023-09-12";1856.03;"Delivered";"2023-09-06";"2023-09-12";1
"SHP002468";"ORD009538";"W044";"XpressBees";"2023-08-12";"";359.44;"In Transit";"2023-08-12";"";1
"SHP002469";"ORD001801";"W018";"DTDC";"2025-08-11";"2025-08-21";1109.14;"Delivered";"2025-08-11";"2025-08-21";1
"SHP002470";"ORD012773";"W009";"Ekart";"2024-02-24";"2024-03-11";1733.08;"Delivered";"2024-02-24";"2024-03-11";1
"SHP002471";"";"W001";"Ekart";"2025-06-21";"2025-07-13";828.4;"Delayed";"2025-06-21";"2025-07-13";1
"SHP002472";"ORD002829";"W029";"Gati";"2024-03-12";"2024-03-25";1188.78;"Delivered";"2024-03-12";"2024-03-25";1
"SHP002473";"ORD012249";"W032";"Gati";"2025-04-12";"2025-04-14";812.84;"Delivered";"2025-04-12";"2025-04-14";1
"SHP002474";"ORD012334";"W018";"Gati";"2023-08-27";"2023-09-06";524.85;"Delivered";"2023-08-27";"2023-09-06";1
"SHP002475";"ORD004737";"W023";"XpressBees";"2025-10-01";"2025-10-20";1185.51;"Delivered";"2025-10-01";"2025-10-20";1
"SHP002476";"ORD005952";"W008";"Blue Dart";"2025-07-03";"2025-08-02";1812.79;"Delayed";"2025-07-03";"2025-08-02";1
"SHP002477";"ORD014376";"W036";"Delhivery";"2023-11-30";"2023-12-25";561.73;"Delivered";"2023-11-30";"2023-12-25";1
"SHP002478";"ORD008873";"W017";"Shadowfax";"2025-05-19";"2025-06-08";373.1;"Delayed";"2025-05-19";"2025-06-08";1
"SHP002479";"ORD013332";"W040";"Delhivery";"2023-07-25";"2023-08-17";837.26;"Delivered";"2023-07-25";"2023-08-17";1
"SHP002480";"ORD001825";"W037";"Gati";"2023-05-06";"2023-06-03";1354.84;"Delayed";"2023-05-06";"2023-06-03";1
"SHP002481";"";"W011";"";"2024-08-06";"2024-08-16";1245.19;"Delivered";"2024-08-06";"2024-08-16";1
"SHP002482";"ORD008186";"W035";"Shadowfax";"2025-05-26";"2025-06-03";338.27;"Delivered";"2025-05-26";"2025-06-03";1
"SHP002483";"ORD002037";"W008";"Blue Dart";"2024-03-22";"2024-03-30";35761.28;"Delivered";"2024-03-22";"2024-03-30";1
"SHP002484";"";"W024";"Shadowfax";"2024-11-05";"";735.67;"Lost";"2024-11-05";"";1
"SHP002485";"ORD000134";"W008";"Gati";"2023-01-22";"2023-02-15";850.29;"Delivered";"2023-01-22";"2023-02-15";1
"SHP002486";"ORD012913";"W019";"Delhivery";"2024-08-07";"2024-08-21";1771.16;"Delivered";"2024-08-07";"2024-08-21";1
"SHP002487";"ORD002837";"W006";"XpressBees";"2025-12-05";"2025-12-19";180.36;"Delivered";"2025-12-05";"2025-12-19";1
"SHP002488";"ORD009651";"W017";"FedEx";"2025-01-28";"2025-02-27";1940.39;"Delivered";"2025-01-28";"2025-02-27";1
"SHP002489";"ORD000669";"W020";"Shadowfax";"2025-10-25";"";1521.95;"In Transit";"2025-10-25";"";1
"SHP002490";"ORD006217";"W028";"FedEx";"2023-08-27";"";63776.56;"Lost";"2023-08-27";"";1
"SHP002491";"ORD011221";"W043";"FedEx";"2024-10-06";"";922.19;"In Transit";"2024-10-06";"";1
"SHP002492";"ORD007696";"W018";"Gati";"2023-03-28";"2023-04-12";922.54;"Delivered";"2023-03-28";"2023-04-12";1
"SHP002493";"ORD005499";"W009";"Gati";"2024-02-29";"2024-03-01";739.72;"Delivered";"2024-02-29";"2024-03-01";1
"SHP002494";"ORD006271";"W006";"";"2024-01-22";"2024-01-30";1522.21;"Delivered";"2024-01-22";"2024-01-30";1
"SHP002495";"ORD014996";"W027";"Gati";"2024-04-12";"2024-04-27";344.8;"Delivered";"2024-04-12";"2024-04-27";1
"SHP002496";"ORD009903";"W014";"FedEx";"2025-07-20";"2025-08-18";1226.26;"Delivered";"2025-07-20";"2025-08-18";1
"SHP002497";"ORD002691";"W044";"DTDC";"2024-03-27";"2024-03-29";224.56;"Delivered";"2024-03-27";"2024-03-29";1
"SHP002498";"ORD000824";"W009";"Blue Dart";"2023-07-25";"2023-08-10";853.84;"Delivered";"2023-07-25";"2023-08-10";1
"SHP002499";"ORD003684";"W003";"Blue Dart";"2024-09-20";"";1916.99;"In Transit";"2024-09-20";"";1
"SHP002500";"ORD012522";"W028";"";"2025-03-17";"2025-04-03";1348.79;"Delivered";"2025-03-17";"2025-04-03";1
"SHP002501";"ORD006199";"W017";"";"2023-08-25";"2023-09-14";1164.98;"Delivered";"2023-08-25";"2023-09-14";1
"SHP002502";"ORD006666";"W009";"FedEx";"2024-08-31";"2024-09-11";1226.71;"Delivered";"2024-08-31";"2024-09-11";1
"SHP002503";"";"W037";"Gati";"2023-07-11";"2023-08-06";242.76;"Delayed";"2023-07-11";"2023-08-06";1
"SHP002504";"ORD000102";"W011";"Gati";"2024-07-02";"2024-07-04";379.52;"Delivered";"2024-07-02";"2024-07-04";1
"SHP002505";"ORD007965";"W032";"Gati";"2024-12-16";"2024-12-30";1381.99;"Delivered";"2024-12-16";"2024-12-30";1
"SHP002506";"ORD011554";"W005";"Ekart";"2023-04-28";"2023-05-06";134.37;"Delivered";"2023-04-28";"2023-05-06";1
"SHP002507";"ORD004253";"W035";"Delhivery";"2024-05-23";"2024-06-10";1137.72;"Delivered";"2024-05-23";"2024-06-10";1
"SHP002508";"ORD007150";"W049";"Blue Dart";"2024-11-01";"2024-11-27";324.56;"Delivered";"2024-11-01";"2024-11-27";1
"SHP002509";"ORD013496";"W024";"Shadowfax";"2023-09-18";"2023-09-29";1487.57;"Delivered";"2023-09-18";"2023-09-29";1
"SHP002510";"ORD002230";"W026";"Blue Dart";"2024-03-11";"2024-04-03";613.2;"Delivered";"2024-03-11";"2024-04-03";1
"SHP002511";"ORD009456";"W046";"XpressBees";"2024-05-07";"2024-05-26";1836.54;"Delivered";"2024-05-07";"2024-05-26";1
"SHP002512";"ORD007899";"W031";"XpressBees";"2024-02-23";"2024-02-24";1712.82;"Delivered";"2024-02-23";"2024-02-24";1
"SHP002513";"ORD008097";"W031";"Delhivery";"2023-11-15";"2023-12-08";1443.81;"Delivered";"2023-11-15";"2023-12-08";1
"SHP002514";"ORD005201";"W026";"Gati";"2025-10-10";"2025-11-05";182.67;"Delivered";"2025-10-10";"2025-11-05";1
"SHP002515";"ORD014222";"W035";"Delhivery";"2025-08-25";"2025-09-03";1970.99;"Delivered";"2025-08-25";"2025-09-03";1
"SHP002516";"ORD008959";"W021";"Gati";"2024-04-14";"2024-04-19";1484.48;"Delivered";"2024-04-14";"2024-04-19";1
"SHP002517";"";"W029";"XpressBees";"2024-01-22";"2024-02-21";631.97;"Delayed";"2024-01-22";"2024-02-21";1
"SHP002518";"ORD005568";"W016";"Shadowfax";"2025-05-24";"2025-05-31";1990.72;"Delivered";"2025-05-24";"2025-05-31";1
"SHP002519";"ORD011040";"W017";"Delhivery";"2023-12-06";"";101.2;"In Transit";"2023-12-06";"";1
"SHP002520";"";"W045";"Blue Dart";"2025-07-18";"2025-08-14";1218.62;"Delivered";"2025-07-18";"2025-08-14";1
"SHP002521";"ORD004910";"W020";"Shadowfax";"2023-05-19";"2023-05-31";453.08;"Delivered";"2023-05-19";"2023-05-31";1
"SHP002522";"ORD009286";"W030";"FedEx";"2025-10-03";"2025-10-28";1780.15;"Delivered";"2025-10-03";"2025-10-28";1
"SHP002523";"ORD009337";"W030";"DTDC";"2025-08-24";"2025-09-02";1070.87;"Delivered";"2025-08-24";"2025-09-02";1
"SHP002524";"ORD012020";"W039";"";"2025-03-18";"2025-03-28";1652.51;"Delivered";"2025-03-18";"2025-03-28";1
"SHP002525";"ORD011372";"W049";"FedEx";"2023-06-30";"";1022.96;"Lost";"2023-06-30";"";1
"SHP002526";"ORD004313";"W003";"Blue Dart";"2025-01-23";"";196.06;"In Transit";"2025-01-23";"";1
"SHP002527";"ORD006439";"W023";"FedEx";"2023-07-03";"";1843.28;"Lost";"2023-07-03";"";1
"SHP002528";"ORD011905";"W020";"Shadowfax";"2024-07-27";"2024-08-15";470.0;"Delivered";"2024-07-27";"2024-08-15";1
"SHP002529";"ORD012973";"W009";"DTDC";"2023-08-03";"2023-08-11";392.6;"Delivered";"2023-08-03";"2023-08-11";1
"SHP002530";"ORD006200";"W005";"Shadowfax";"2024-02-18";"";1688.8;"Lost";"2024-02-18";"";1
"SHP002531";"ORD003178";"W045";"Delhivery";"2025-09-11";"2025-10-09";1450.55;"Delivered";"2025-09-11";"2025-10-09";1
"SHP002532";"ORD006727";"W002";"Blue Dart";"2025-09-16";"";675.77;"In Transit";"2025-09-16";"";1
"SHP002533";"ORD007359";"W012";"Ekart";"2024-11-06";"";1250.79;"Lost";"2024-11-06";"";1
"SHP002534";"ORD003044";"W048";"Shadowfax";"2023-01-26";"2023-01-27";1191.3;"Delivered";"2023-01-26";"2023-01-27";1
"SHP002535";"ORD006356";"W024";"Blue Dart";"2023-12-27";"";1137.98;"In Transit";"2023-12-27";"";1
"SHP002536";"ORD003751";"W009";"Delhivery";"2024-12-29";"2025-01-25";1028.21;"Delivered";"2024-12-29";"2025-01-25";1
"SHP002537";"ORD001244";"W025";"Ekart";"2025-08-12";"2025-09-07";1934.39;"Delivered";"2025-08-12";"2025-09-07";1
"SHP002538";"ORD010578";"W027";"Delhivery";"2024-07-29";"2024-08-03";1157.71;"Delivered";"2024-07-29";"2024-08-03";1
"SHP002539";"ORD002812";"W033";"XpressBees";"2024-05-12";"2024-05-25";495.64;"Delivered";"2024-05-12";"2024-05-25";1
"SHP002540";"ORD000833";"W030";"Delhivery";"2024-10-12";"2024-11-03";640.02;"Delivered";"2024-10-12";"2024-11-03";1
"SHP002541";"ORD003796";"W011";"Shadowfax";"2023-02-16";"2023-02-24";919.58;"Delivered";"2023-02-16";"2023-02-24";1
"SHP002542";"ORD010360";"W003";"FedEx";"2025-12-23";"2025-12-31";1446.12;"Delivered";"2025-12-23";"2025-12-31";1
"SHP002543";"ORD008842";"W050";"XpressBees";"2024-11-14";"";531.83;"In Transit";"2024-11-14";"";1
"SHP002544";"ORD007161";"W025";"XpressBees";"2023-10-26";"2023-11-22";113.32;"Delivered";"2023-10-26";"2023-11-22";1
"SHP002545";"ORD008313";"W024";"FedEx";"2025-05-18";"2025-06-04";1732.53;"Delivered";"2025-05-18";"2025-06-04";1
"SHP002546";"ORD009992";"W036";"DTDC";"2025-01-27";"2025-02-18";1727.43;"Delivered";"2025-01-27";"2025-02-18";1
"SHP002547";"ORD005407";"W029";"Blue Dart";"2024-08-19";"2024-09-13";420.56;"Delivered";"2024-08-19";"2024-09-13";1
"SHP002548";"ORD013499";"W030";"Ekart";"2025-01-10";"2025-02-02";383.38;"Delivered";"2025-01-10";"2025-02-02";1
"SHP002549";"ORD001523";"W039";"Blue Dart";"2024-09-07";"2024-09-24";650.38;"Delivered";"2024-09-07";"2024-09-24";1
"SHP002550";"ORD003642";"W045";"Ekart";"2025-02-09";"2025-02-20";1133.8;"Delivered";"2025-02-09";"2025-02-20";1
"SHP002551";"ORD006814";"W032";"FedEx";"2025-06-30";"2025-07-24";1209.46;"Delivered";"2025-06-30";"2025-07-24";1
"SHP002552";"ORD011767";"W047";"DTDC";"2023-01-07";"2023-01-12";1667.9;"Delivered";"2023-01-07";"2023-01-12";1
"SHP002553";"ORD005181";"W038";"DTDC";"2023-08-22";"2023-08-29";991.06;"Delivered";"2023-08-22";"2023-08-29";1
"SHP002554";"ORD014595";"W005";"Ekart";"2024-12-27";"2025-01-14";724.67;"Delivered";"2024-12-27";"2025-01-14";1
"SHP002555";"ORD007549";"W036";"Ekart";"2024-08-01";"2024-08-14";32808.72;"Delivered";"2024-08-01";"2024-08-14";1
"SHP002556";"ORD005782";"W029";"Gati";"2023-09-17";"2023-10-14";1871.2;"Delivered";"2023-09-17";"2023-10-14";1
"SHP002557";"ORD009303";"W037";"Gati";"2025-11-18";"2025-12-11";252.94;"Delivered";"2025-11-18";"2025-12-11";1
"SHP002558";"ORD014682";"W007";"Delhivery";"2023-03-28";"";407.82;"In Transit";"2023-03-28";"";1
"SHP002559";"ORD002040";"W016";"Gati";"2025-05-09";"2025-05-10";1401.68;"Delivered";"2025-05-09";"2025-05-10";1
"SHP002560";"ORD011211";"W019";"XpressBees";"2023-07-01";"2023-07-09";1221.44;"Delivered";"2023-07-01";"2023-07-09";1
"SHP002561";"ORD011681";"W001";"Ekart";"2023-01-02";"2023-01-11";49135.04;"Delivered";"2023-01-02";"2023-01-11";1
"SHP002562";"";"W017";"Delhivery";"2025-04-14";"";1625.42;"In Transit";"2025-04-14";"";1
"SHP002563";"ORD001215";"W010";"DTDC";"2024-07-31";"";694.67;"In Transit";"2024-07-31";"";1
"SHP002564";"ORD014889";"W026";"Gati";"2025-07-05";"2025-07-30";175.69;"Delivered";"2025-07-05";"2025-07-30";1
"SHP002565";"ORD005245";"W023";"XpressBees";"2025-05-21";"2025-05-23";133.89;"Delivered";"2025-05-21";"2025-05-23";1
"SHP002566";"";"W029";"FedEx";"2025-04-23";"2025-05-07";384.12;"Delivered";"2025-04-23";"2025-05-07";1
"SHP002567";"ORD014260";"W028";"Ekart";"2023-08-16";"2023-09-03";1125.61;"Delivered";"2023-08-16";"2023-09-03";1
"SHP002568";"ORD004611";"W015";"Shadowfax";"2024-08-21";"2024-09-01";76.71;"Delivered";"2024-08-21";"2024-09-01";1
"SHP002569";"ORD001584";"W041";"Ekart";"2023-09-07";"2023-09-13";412.84;"Delivered";"2023-09-07";"2023-09-13";1
"SHP002570";"ORD001983";"W048";"DTDC";"2023-11-07";"";1606.26;"In Transit";"2023-11-07";"";1
"SHP002571";"";"W018";"Shadowfax";"2025-02-22";"2025-03-12";970.27;"Delivered";"2025-02-22";"2025-03-12";1
"SHP002572";"ORD007465";"W047";"Delhivery";"2024-01-14";"2024-01-25";1536.0;"Delivered";"2024-01-14";"2024-01-25";1
"SHP002573";"ORD014618";"W027";"Blue Dart";"2023-04-23";"2023-04-30";1925.54;"Delivered";"2023-04-23";"2023-04-30";1
"SHP002574";"ORD005923";"W026";"Shadowfax";"2025-06-11";"2025-07-07";1447.09;"Delivered";"2025-06-11";"2025-07-07";1
"SHP002575";"ORD011347";"W042";"";"2023-01-30";"2023-01-31";908.19;"Delivered";"2023-01-30";"2023-01-31";1
"SHP002576";"ORD002846";"W013";"Ekart";"2024-11-20";"2024-11-28";1543.99;"Delivered";"2024-11-20";"2024-11-28";1
"SHP002577";"ORD012488";"W049";"FedEx";"2023-08-19";"2023-09-05";1322.84;"Delivered";"2023-08-19";"2023-09-05";1
"SHP002578";"ORD000049";"W037";"";"2025-06-14";"2025-06-18";595.18;"Delivered";"2025-06-14";"2025-06-18";1
"SHP002579";"ORD000751";"W029";"DTDC";"2025-04-28";"2025-05-24";48310.42;"Delivered";"2025-04-28";"2025-05-24";1
"SHP002580";"ORD006371";"W012";"Ekart";"2025-01-15";"2025-01-19";524.54;"Delivered";"2025-01-15";"2025-01-19";1
"SHP002581";"ORD013848";"W043";"Blue Dart";"2025-10-19";"";72932.08;"In Transit";"2025-10-19";"";1
"SHP002582";"ORD014531";"W045";"Ekart";"2025-09-16";"2025-10-13";788.38;"Delivered";"2025-09-16";"2025-10-13";1
"SHP002583";"ORD006981";"W036";"Blue Dart";"2023-09-28";"2023-10-16";1933.61;"Delivered";"2023-09-28";"2023-10-16";1
"SHP002584";"ORD001457";"W037";"Blue Dart";"2023-07-13";"2023-08-01";1010.56;"Delivered";"2023-07-13";"2023-08-01";1
"SHP002585";"ORD014263";"W024";"DTDC";"2025-12-28";"2026-01-15";1419.79;"Delivered";"2025-12-28";"2026-01-15";1
"SHP002586";"ORD007792";"W020";"FedEx";"2023-06-26";"2023-07-12";503.57;"Delivered";"2023-06-26";"2023-07-12";1
"SHP002587";"ORD002849";"W043";"Delhivery";"2025-03-24";"2025-04-22";1535.72;"Delivered";"2025-03-24";"2025-04-22";1
"SHP002588";"ORD012032";"W010";"DTDC";"2024-05-28";"";1073.06;"In Transit";"2024-05-28";"";1
"SHP002589";"ORD014367";"W029";"Gati";"2023-12-03";"2023-12-09";1619.81;"Delivered";"2023-12-03";"2023-12-09";1
"SHP002590";"ORD013714";"W007";"";"2025-01-07";"2025-01-16";67302.12;"Delivered";"2025-01-07";"2025-01-16";1
"SHP002591";"ORD012073";"W047";"FedEx";"2025-05-06";"2025-05-23";1277.79;"Delayed";"2025-05-06";"2025-05-23";1
"SHP002592";"ORD010686";"W012";"FedEx";"2025-05-19";"2025-06-08";1331.24;"Delayed";"2025-05-19";"2025-06-08";1
"SHP002593";"ORD002609";"W025";"Shadowfax";"2023-02-25";"2023-03-03";1886.07;"Delivered";"2023-02-25";"2023-03-03";1
"SHP002594";"ORD000317";"W001";"Shadowfax";"2024-06-16";"2024-06-26";752.23;"Delivered";"2024-06-16";"2024-06-26";1
"SHP002595";"ORD004829";"W050";"Ekart";"2025-01-13";"2025-02-02";1568.48;"Delayed";"2025-01-13";"2025-02-02";1
"SHP002596";"";"W010";"DTDC";"2023-07-26";"2023-08-06";1127.48;"Delivered";"2023-07-26";"2023-08-06";1
"SHP002597";"ORD012654";"W009";"Blue Dart";"2023-09-12";"2023-09-25";705.84;"Delayed";"2023-09-12";"2023-09-25";1
"SHP002598";"ORD012926";"W023";"Blue Dart";"2024-10-05";"2024-10-11";428.41;"Delivered";"2024-10-05";"2024-10-11";1
"SHP002599";"ORD010379";"W002";"DTDC";"2024-09-08";"2024-09-18";1822.27;"Delivered";"2024-09-08";"2024-09-18";1
"SHP002600";"ORD014899";"W037";"";"2024-03-16";"2024-03-21";1898.95;"Delivered";"2024-03-16";"2024-03-21";1
"SHP002601";"ORD000533";"W019";"Blue Dart";"2025-08-24";"2025-08-28";1546.81;"Delivered";"2025-08-24";"2025-08-28";1
"SHP002602";"ORD000265";"W022";"DTDC";"2025-04-14";"2025-04-24";898.93;"Delivered";"2025-04-14";"2025-04-24";1
